;doc_title;sub_doc_id;sentence_num;entry_type;reg_sent;sim_sent;direct_paraphrase;sentence_split;passive-active;info_delete;example_generation;explanation;de-this-ing;info_rearange;semantic_rephrasing;TER_score
587;היערכות למצבי חירום - פיקוד העורף;4;539;1;בעת שהייה ברכב\n;יש רעידת אדמה אנחנו נמצאים בכלי תחבורה\n;2.0;False;;0.0;1.0;1.0;;False;;1.75
588;היערכות למצבי חירום - פיקוד העורף;4;540;2;יש לדומם מנוע ולהישאר ברכב. \n;הנהג צריך לעצור את המכונית, האוטובוס או את המונית. הרכב מגן עלינו. נשארים ברכב עד שרעידת האדמה נפסקת.\n;1.0;True;;0.0;1.0;1.0;;False;;2.857142857142857
589;היערכות למצבי חירום - פיקוד העורף;4;541;1;אין לעצור בקרבת גשרים ומחלפים.\n;אנחנו מתרחקים מ: מבנים, גשרים, סלעים, עמודי חשמל, כבלים (חוטים) קרועים של חשמל.\n;0.0;False;;0.0;1.0;2.0;;False;;2.7142857142857144
590;היערכות למצבי חירום - פיקוד העורף;4;542;1;הנחיות נוספות:\n;הוראות זהירות חשובות - בזמן רעידת אדמה\n;1.0;False;;0.0;1.0;1.0;;False;;1.75
591;היערכות למצבי חירום - פיקוד העורף;4;543;6;\n;בזמן רעידת אדמה, אסור להתקרב לחוף הים.\n;;;;0.0;0.0;2.0;;;;9.0
592;היערכות למצבי חירום - פיקוד העורף;4;544;5;• אין לעמוד מתחת למשקוף.\n;\n;;;;2.0;0.0;0.0;;;;0.8571428571428571
593;היערכות למצבי חירום - פיקוד העורף;4;545;1;• אין להיכנס למקלט תת-קרקעי.\n;בזמן רעידת אדמה, אסור להיכנס למקלט תת-קרקעי (מתחת לאדמה).\n;0.0;False;;0.0;1.0;2.0;;False;;1.2857142857142858
594;היערכות למצבי חירום - פיקוד העורף;4;546;1;• אין להשתמש במעלית.\n;בזמן רעידת אדמה, אסור להשתמש במעלית.\n;0.0;False;;0.0;1.0;1.0;;False;;0.8333333333333334
595;היערכות למצבי חירום - פיקוד העורף;4;547;5;• במידת האפשר, יש לנתק את מפסקי החשמל והגז.\n;\n;;;;2.0;0.0;0.0;;;;0.9166666666666666
596;היערכות למצבי חירום - פיקוד העורף;4;548;6;\n;שטח פתוח - הכי בטוח!\n;;;;0.0;0.0;2.0;;;;6.0
597;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;549;5;רקע כללי\n;\n;;;;2.0;0.0;0.0;;;;0.6666666666666666
598;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;550;6;\n;מהו דוח מבקר המדינה?\n;;;;0.0;0.0;2.0;;;;5.0
599;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;551;6;\n;משרד מבקר המדינה הוא משרד שבודק שהמדינה פועלת בצורה טובה והוגנת.\n;;;;0.0;0.0;2.0;;;;12.0
600;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;552;6;\n;למשל: •\tהאם הממשלה משתמשת בכסף של המדינה למטרות שקבעו לפי החוק? • האם ארגונים שונים במדינה (למשל: המשטרה, בתי המשפט) עושים את העבודה שלהם בצורה טובה?\n;;;;0.0;2.0;2.0;;;;34.0
601;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;553;6;\n;משרד מבקר המדינה עושה ביקורת (בדיקה) על נושאים שונים שקורים במדינה.\n;;;;0.0;0.0;2.0;;;;14.0
602;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;554;6;\n;אחרי הביקורת, משרד מבקר המדינה מפרסם דוח, בשם דוח מבקר המדינה.\n;;;;0.0;0.0;2.0;;;;14.0
603;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;555;6;\n;בדוח מופיעות הבעיות שמשרד מבקר המדינה מצא בביקורת.\n;;;;0.0;0.0;2.0;;;;9.0
604;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;556;6;\n;בדוח מופיעים הדברים שצריך לעשות כדי לתקן את הבעיות.\n;;;;0.0;0.0;2.0;;;;10.0
605;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;557;2;בחודשים פברואר-אוגוסט 2018 בדק משרד מבקר המדינה את פעולותיהן של רשויות המדינה להבטחת זכויותיהם של אנשים עם מוגבלות בהליכים משפטיים.\n;במסמך הזה מופיעים הדברים החשובים שמשרד מבקר המדינה מצא בבדיקה שעשה בשנת 2018. הנושא של הבדיקה היה איך שומרים על הזכויות של אנשים עם מוגבלות שנמצאים בתהליך (בשלבים) של משפט.\n;1.0;True;;0.0;1.0;2.0;;False;;1.1818181818181819
606;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;558;6;\n;המסמך הזה הוא מסמך בשפה פשוטה.\n;;;;0.0;0.0;2.0;;;;7.0
607;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;559;6;\n;שפה פשוטה היא שפה ברורה, שפה שקל להבין אותה.\n;;;;0.0;0.0;2.0;;;;11.0
608;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;560;6;\n;במה עוסק הדוח הזה?\n;;;;0.0;0.0;2.0;;;;5.0
609;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;561;6;\n;מערכת משפט הוגנת צריכה לדאוג שאדם שנמצא בתהליך משפטי מקבל: • זכויות שמגיעות לכל אדם • זכות לקבל החלטות לגבי עצמו - בעצמו. \n;;;;0.0;0.0;2.0;;;;25.0
610;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;562;6;\n;הנושא חשוב במיוחד אצל אנשים ששייכים לקבוצות שלפעמים לא מקבלות את הזכויות שלהן ואת האפשרות להחליט בעצמם. למשל: אנשים עם מוגבלות.\n;;;;0.0;2.0;2.0;;;;24.0
611;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;563;6;\n;מיהו אדם עם מוגבלות?\n;;;;0.0;0.0;2.0;;;;5.0
612;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;564;2;"אדם עם מוגבלות מוגדר בחוק שוויון זכויות לאנשים עם מוגבלות, התשנ""ח-1998 (להלן - חוק השוויון או החוק), כאדם עם לקות פיזית, נפשית או שכלית, קבועה או זמנית, אשר תפקודו מוגבל בעטיה באופן מהותי באחד (או יותר) מתחומי החיים העיקריים.\n";אדם עם מוגבלות הוא אדם עם לקות (בעיה אישית) קבועה או זמנית בגוף, בנפש או בשכל (בראש). הלקות יוצרת קושי לאדם, בגלל דברים שמפריעים בסביבה או בחברה. לדוגמה, לאדם בכיסא גלגלים קשה להגיע לקומה גבוהה בבניין שיש בו רק מדרגות, בלי מעלית.\n;0.0;True;;0.0;2.0;2.0;;False;;0.9
613;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;565;6;\n;כשאין בסביבה או בחברה דברים שמפריעים, לאנשים עם מוגבלות קל יותר להיות בחברה כמו כולם.\n;;;;0.0;0.0;2.0;;;;17.0
614;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;566;5;"באמנת האו""ם בדבר זכויותיהם של אנשים עם מוגבלויות, אדם עם מוגבלות מוגדר כאדם אשר מגע עם מחסומים שונים עלול לעכב את השתתפותו המלאה והיעילה בחברה באופן שווה לאחרים. \n";\n;;;;2.0;0.0;0.0;;;;0.967741935483871
615;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;567;1;בשנת 2015 היו בישראל כ-1.4 מיליון אנשים עם מוגבלות, כ-17% מן האוכלוסייה הכללית. \n;בשנת 2015 היו בישראל כ-1.4 מיליון אנשים עם מוגבלות, שהם כ-17% (17 אחוזים, חלק) מהאנשים בישראל.\n;1.0;True;;0.0;1.0;1.0;;True;;0.5294117647058824
616;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;568;6;\n;מהן הזכויות של אנשים עם מוגבלות?\n;;;;0.0;0.0;2.0;;;;7.0
617;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;569;1;הזכות לשוויון היא זכות חוקתית הנגזרת מחוק יסוד כבוד האדם וחירותו. \n;הזכות לשוויון היא זכות לפי החוק.\n;1.0;False;;2.0;0.0;0.0;;False;;0.5384615384615384
618;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;570;2;מטרתם של חוק השוויון ותקנותיו (להלן - התקנות) לעגן את זכותו של אדם עם מוגבלות להשתתפות מלאה ופעילה בחברה ולתת מענה הולם לצרכיו המיוחדים. \n;המטרה של חוק השוויון והתקנות (הכללים) של חוק השוויון היא לשמור על הזכות של אנשים עם מוגבלות להשתתף בחברה. המטרה של חוק השוויון והתקנות של חוק השוויון היא גם לתת פתרונות מתאימים לצרכים של אנשים עם מוגבלות.\n;2.0;True;;0.0;1.0;2.0;;False;;1.1785714285714286
619;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;571;1;החוק ותקנותיו קובעים, בין השאר, כי אדם עם מוגבלות זכאי לנגישות לשירות ציבורי. \n;לפי החוק והתקנות, לאדם עם מוגבלות יש זכות לקבל נגישות (התאמה) לשירות ציבורי.\n;2.0;False;;0.0;0.0;2.0;;False;;0.7058823529411765
620;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;572;6;\n;מהי נגישות?\n;;;;0.0;0.0;2.0;;;;3.0
621;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;573;6;\n;נגישות היא כשנח לכולם להשתתף במתקנים ובפעילויות.\n;;;;0.0;0.0;2.0;;;;8.0
622;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;574;6;\n;נגישות היא לדאוג לשוויון, כבוד, עצמאות ובטיחות לכולם.\n;;;;0.0;0.0;2.0;;;;11.0
623;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;575;6;\n;לפי החוק, יש שני סוגים של נגישות:\n;;;;0.0;0.0;2.0;;;;9.0
624;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;576;6;\n;• נגישות למקום - מקום שבו כל האנשים יכולים להסתדר בצורה טובה, גם אנשים עם מוגבלות. למשל, מקום נגיש הוא מקום שאפשר להגיע אליו בקלות. מקום נגיש הוא גם מקום שקל למצוא בו את הדרך.\n;;;;0.0;2.0;2.0;;;;40.0
625;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;577;6;\n;• נגישות לשירות - שירות שבו האדם שנותן את השירות יודע להתאים את השירות לכל האנשים, גם לאנשים עם מוגבלות. בשירות נגיש מוסיפים לסביבה דברים שיכולים לעזור לכולם. למשל: שלטים בשפה פשוטה עם סמלים, שילוט קולי.\n;;;;0.0;2.0;2.0;;;;42.0
626;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;578;6;\n;שירות נגיש הוא שירות שמתאים לכל האנשים, גם אם יש להם מוגבלות.\n;;;;0.0;0.0;2.0;;;;14.0
627;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;579;6;\n;שירות נגיש הוא שירות שקל ונעים לקבל.\n;;;;0.0;0.0;2.0;;;;8.0
628;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;580;6;\n;למשל, שירות נגיש הוא לקבל מידע ברור ומתאים, בשפה שקל להבין.\n;;;;0.0;2.0;2.0;;;;14.0
629;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;581;6;\n;לפי חוק שוויון, צריכה להיות נגישות בכל המקומות שנותנים שירות לכל הציבור.\n;;;;0.0;0.0;2.0;;;;14.0
630;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;582;6;\n;מהן התאמות נגישות?\n;;;;0.0;0.0;2.0;;;;4.0
631;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;583;2;התאמת נגישות נעשית בין השאר על-ידי שינוי הנהגים הקיימים במתן השירות, על מנת להבטיח את השתתפותו של אדם עם מוגבלות בחברה ככלל הציבור. \n;התאמות נגישות הן לתת לאדם עם מוגבלות את התנאים שהאדם צריך כדי לעשות דברים כמו כל אדם אחר. התאמות הנגישות עוזרות לאדם להשתתף בסביבה בצורה טובה ונוחה. כל מי שאחראי לתת שירות לציבור חייב לקבוע כללים: מה צריך לעשות כדי שהמקום והשירות יתאימו לכל האנשים, גם אם יש להם מוגבלות. לדוגמה: רמפות, כתוביות לסרטים, שימוש בשפה פשוטה.\n;0.0;True;;0.0;2.0;1.0;;False;;2.423076923076923
632;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;584;6;\n;מה קורה בשלבים השונים של תהליכים משפטיים?\n;;;;0.0;0.0;2.0;;;;8.0
633;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;585;5;בבתי המשפט מתנהלים הליכים משני סוגים עיקריים, אזרחיים ופליליים. \n;\n;;;;2.0;0.0;0.0;;;;0.9166666666666666
634;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;586;3;"בניהולם של הליכים פליליים מעורבים כמה גורמים המרכיבים את שרשרת אכיפת החוק. משטרת ישראל (להלן גם המשטרה) מופקדת, בין השאר, על ניהול חקירה פלילית. בנסיבות מסוימות השירות לחקירות מיוחדות במשרד הרווחה (להלן גם שח""ם) מופקד על ניהול חקירה פלילית.\n";"בתהליכים פליליים (כשעוברים על החוק בצורה חמורה), המשטרה או שח""ם (השירות לחקירות מיוחדות במשרד הרווחה), אחראיים על חקירה פלילית (בדיקה של פשע).\n";0.0;False;;2.0;0.0;2.0;;False;;0.7755102040816326
635;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;587;6;\n;בחקירה, חוקר שואל אנשים שמעורבים באירוע (למשל, אירוע גניבה) שאלות על האירוע. למשל: מה קרה, מי היה שם.\n;;;;0.0;2.0;2.0;;;;26.0
636;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;588;1;"נוסף על כך, חוק הליכי חקירה והעדה (התאמה לאנשים עם מוגבלות שכלית או נפשית) התשס""ו-2005 (להלן - חוק חקירה והעדה), מחייב כי חקירתו של אדם עם מוגבלות שכלית או נפשית תותאם למוגבלותו. \n";לפי החוק, חקירה של אדם עם מוגבלות שכלית או נפשית חייבת להיות נגישה (מתאימה) למוגבלות של האדם.\n;0.0;False;;2.0;0.0;2.0;;False;;0.725
637;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;589;1;אם סברה המשטרה שחשוד ביצע את העבירה, תיק החקירה מועבר לתובע מפרקליטות המדינה במשרד המשפטים (להלן - הפרקליטות) או מחטיבת התביעות במשטרה. \n;"אם המשטרה ושח""ם חושבים שחשוד ביצע את העבירה (הפשע), התיק של החקירה עובר לתובע (מישהו שמגיש את התביעה).\n";0.0;False;;1.0;0.0;2.0;;False;;0.7407407407407407
638;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;590;1;אם הוחלט על הגשת כתב אישום, בית המשפט מכריע אם יש להרשיע את הנאשם וגוזר את דינו אם הורשע. \n;אם מחליטים להגיש כתב אישום (מסמך שהתובע מגיש כדי לפתוח תהליך פלילי), בית המשפט מחליט: אם הנאשם (מי שהגישו נגדו את התביעה) אשם, מה גְּזַר הַדִּין (העונש) של הנאשם.\n;0.0;False;;0.0;1.0;2.0;;False;;1.4090909090909092
639;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;591;5;"הנהלת בתי המשפט (להלן - הב""ה) היא הגוף האחראי לפעילות המינהלית של בתי המשפט. \n";\n;;;;2.0;0.0;0.0;;;;0.9444444444444444
640;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;592;2;"בית המשפט רשאי להחליט אם להטיל על מורשע לרצות עונש במאסר בפועל במתקן של שירות בתי הסוהר (להלן - שב""ס), או בחלופות שונות, כגון בעבודות שירות.\n";"בית המשפט יכול להחליט איזה עונש לתת. למשל: • מאסר בכלא של השב""ס (שירות בתי הסוהר). • עבודות שירות: עבודה בלי שכר (בלי כסף) במקומות שונים, כמו עבודה בבית אבות או עבודה בבית חולים, במשך תקופה שבית המשפט מחליט.\n";1.0;True;;0.0;1.0;2.0;;False;;1.1875
641;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;593;6;\n;למה נגישות בתהליכים משפטיים היא חשובה?\n;;;;0.0;0.0;2.0;;;;7.0
642;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;594;1;מחקרים מלמדים כי אנשים עם מוגבלות מעורבים בהליכים משפטיים בשיעור גדול פי כמה מהאוכלוסייה הכללית. \n;לפי מחקרים (בדיקות) שעשו, אנשים עם מוגבלות נמצאים בתהליכים משפטיים הרבה יותר מאנשים בלי מוגבלות.\n;2.0;False;;0.0;1.0;2.0;;False;;0.8235294117647058
643;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;595;2;הוראות הדין נועדו להבטיח בין השאר את שיתופו של אדם עם מוגבלות בהליך משפטי שיש בו כדי לעצב את חייו, במיוחד בהליכים העשויים להביא לידי הגבלת חירותו, כגון מינוי אפוטרופוס והליכים פליליים שונים. \n;תהליכים משפטיים יכולים להשפיע על החיים של האדם. יש תהליכים משפטיים שיכולים לגרום להגבלה (ביטול) של חופש. למשל: מינוי (קביעה) של אפוטרופוס, או עונש מאסר (כלא). לפי החוק, חייבים לשתף אדם עם מוגבלות שנמצא בתהליך של משפט, בכל שלב. חשוב שהנאשם יבין את המשמעות של התהליך המשפטי. חשוב שהנאשם יבין מה יכול לקרות אם הנאשם נמצא אשם.\n;2.0;True;;0.0;1.0;2.0;;False;;1.837837837837838
644;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;596;6;\n;בדוח הזה מופיעות התוצאות של הבדיקה של משרד מבקר המדינה. כלומר, האם השלבים השונים של התהליכים המשפטיים מספיק נגישים, ומה צריך לעשות.\n;;;;0.0;0.0;2.0;;;;26.0
645;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;597;6;\n;הדוח עוסק בפעולות להתאמה של נגישוּת השירות בתהליכים משפטיים בישראל: • חקירה • דיון בבית משפט • קבלה של עונש ודרכים לטיפול: עבודות שירות, מאסר בפועל (כלא) ומסגרות שיקום.\n;;;;0.0;0.0;2.0;;;;35.0
646;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;598;5;פעולות הביקורת\n;\n;;;;2.0;0.0;0.0;;;;0.6666666666666666
647;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;599;5; \n;\n;;;;0.0;0.0;2.0;;;;0.0
648;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;600;5;"הבדיקה נערכה בנציבות שוויון זכויות לאנשים עם מוגבלות במשרד המשפטים (להלן- נציבות שוויון זכויות) בפרקליטות המדינה, בסניגוריה הציבורית וביחידת הסיוע המשפטי במשרד המשפטים, במשטרה, בהנהלת בתי המשפט, בשב""ס ובמשרד הרווחה והשירותים החברתיים (להלן - משרד הרווחה). \n";\n;;;;2.0;0.0;0.0;;;;0.9782608695652174
649;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;601;5;לצורך הכנת הדוח נפגש צוות הביקורת עם נציגים של כמה ארגונים חברתיים העוסקים בעניינם של אנשים עם מוגבלות. \n;\n;;;;2.0;0.0;0.0;;;;0.95
650;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;1;602;1;דוח זה עוסק בפעולות להתאמת נגישות השירות, ואינו עוסק בהתאמת הנגישות הפיזית והמבנית של המקום בו ניתן השירות.\n;הדוח לא עוסק בהתאמה של הנגישוּת הפיזית והמבנית (של הבניינים) של המקומות שנותנים בהם שירות בתהליכים משפטיים.\n;1.0;False;;0.0;0.0;2.0;;False;;0.8095238095238095
651;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;603;1;התאמות נגישות לשירות הניתן על ידי המשטרה\n;התאמות נגישוּת השירות במשטרה\n;0.0;False;;2.0;0.0;0.0;;False;;0.75
652;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;604;6;\n;הפרק הזה עוסק בנושאים: • בעיות בהתאמה של נהלים (הוראות) • בעיות בלימודים של העובדים בנושא נגישוּת השירות • בעיות בהתאמות נגישוּת בפעולות חקירה\n;;;;0.0;0.0;2.0;;;;27.0
653;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;605;6;\n;בעיות בהתאמה של נהלים (הוראות) \n;;;;0.0;0.0;2.0;;;;7.0
654;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;606;1;רק ביוני 2018, כארבע שנים לאחר המועד שנקבע בתקנות להשלמת התאמות הנגישות של השירות, החלה המשטרה בבדיקה הראשונית, לזיהוין של התאמות הנגישות הנדרשות בשירות שהיא מספקת, וטרם השלימה אותה.\n;לפי התקנות (הכללים) של המדינה, המשטרה הייתה צריכה לסיים להתאים את השירות שהמשטרה נותנת לאנשים עם מוגבלות לפני כ-4 שנים.\n;0.0;False;;2.0;0.0;2.0;;False;;0.8571428571428571
655;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;607;2;המשטרה לא ערכה בחינה פרטנית של מכלול הנהלים, ההליכים ונוהגי השירות, ולפיכך אין בכוחה לדעת אילו התאמות נגישות עליה לבצע כדי לעמוד בחובות המוטלות עליה.\n;המשטרה עדיין לא סיימה להתאים את השירות שהיא נותנת. המשטרה לא בדקה את הנהלים שלה בנושא נגישוּת השירות. לכן, אי אפשר לדעת אם המשטרה עשתה את כל התאמות הנגישוּת השירות שצריך לעשות.\n;1.0;True;;0.0;1.0;1.0;;False;;1.0344827586206897
656;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;608;4;המשטרה לא פירטה בפקודותיה באילו דרכים על שוטר לפעול כדי להתאים את השירות שהוא נותן לאנשים עם מוגבלות. בין השאר לא פורט אילו אמצעי עזר ושירות המשטרה נדרשת לספק לאנשים עם מוגבלות, כיצד יתבצע סיוע של שוטרים במילוי טפסים ואיך יימסר מידע בתחנה.\n;המשטרה לא קבעה נהלים: • איך לעזור לאדם עם מוגבלות למלא טפסים (לענות על שאלות בדף) של המשטרה. • איך נותנים מידע נגיש בתחנת המשטרה. • אילו אמצעי עזר (כלים שעוזרים) המשטרה צריכה כדי לתת שירות נגיש לאנשים עם מוגבלות. • מה שוטר צריך לעשות כדי להתאים את השירות שהשוטר נותן לאנשים עם מוגבלות.\n;4.0;True;;0.0;1.0;2.0;;True;;1.0638297872340425
657;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;609;6;\n;מה צריך לעשות?\n;;;;0.0;0.0;2.0;;;;4.0
658;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;610;1;על המשטרה להשלים בהקדם את החוסרים שבנהליה ובטיוטת פקודת הנגישות, כדי שיתנו מענה ממשי לדרישות החוק והתקנות.\n;המשטרה צריכה לסיים להתאים את השירות לאנשים עם מוגבלות.\n;1.0;False;;2.0;0.0;0.0;;False;;0.85
659;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;611;6;\n;כך, המשטרה תעבוד לפי ההחלטות שבחוק ובתקנות (הכללים) של המדינה.\n;;;;0.0;0.0;2.0;;;;14.0
660;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;612;6;\n;בעיות בלימודים של העובדים בנושא נגישוּת השירות\n;;;;0.0;0.0;2.0;;;;7.0
661;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;613;5;רק בחלוף ארבע שנים מהמועד הקבוע בתקנות, הורתה היחידה לשיפור השירות במשטרה להפיץ בכל המקומות הנותנים שירות לקהל מסמך יידוע על החובות הכלליות מכוח חוק שוויון, לתלותו במקום גלוי ולפרסמו באתרי אינטרנט. \n;\n;;;;2.0;0.0;0.0;;;;0.9722222222222222
662;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;614;1;המשטרה לא סיימה להכשיר את השוטרים הבאים במגע עם הציבור, בנוגע למתן השירות לאנשים עם מוגבלות. \n;המשטרה לא סיימה ללמד את השוטרים איך לתת שירות נגיש לאנשים עם מוגבלות.\n;2.0;False;;2.0;0.0;0.0;;False;;0.47368421052631576
663;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;615;1;המשטרה גם לא הכשירה את רוב החוקרים כיצד יש לחקור אנשים עם מוגבלות לפי חוק הליכי חקירה והעדה.\n;המשטרה לא לימדה את רוב החוקרים איך חוקרים אנשים עם מוגבלות לפי החוק.\n;2.0;False;;2.0;0.0;0.0;;False;;0.45
664;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;616;6;\n;מה צריך לעשות?\n;;;;0.0;0.0;2.0;;;;4.0
665;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;617;1;על המשטרה להתחיל לאלתר בעבודת המטה להכשרת שוטרים נותני שירות ולפעול להקדמת המועדים שקבעה לכך.\n;המשטרה צריכה להתחיל ללמד את השוטרים איך לתת שירות נגיש - מִיָּד.\n;1.0;False;;2.0;0.0;0.0;;False;;0.7647058823529411
666;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;618;1;עוד עליה לוודא שכל החוקרים עברו את ההדרכה הדרושה לפי תקנות השירות ולפי חוק חקירה והעדה, כדי להבטיח שלא ייחקר אדם עם מוגבלות בידי חוקר שלא הוכשר לכך.\n;המשטרה צריכה לבדוק שכל החוקרים עברו את ההדרכה המתאימה, לפי החוק והתקנות (הכללים) של המדינה.\n;0.0;False;;2.0;0.0;2.0;;False;;0.7419354838709677
667;הבטחת זכויות של אנשים עם מוגבלות בהליכים משפטיים - דוח מבקר המדינה 181;2;619;6;\n;כך, המשטרה תדע שכל החוקרים למדו איך לחקור אנשים עם מוגבלות.\n;;;;0.0;0.0;2.0;;;;13.0
